epoch,train_loss,train_recon,train_kl,train_phys,val_loss,val_recon,val_kl,val_phys,phys_weight
1,0.5713297540233249,0.5698465903600057,0.03356998741981529,4.589844947769528,0.5277142253789034,0.5258288437669928,0.03727668151259422,6.050428260456432,0.00025
2,0.5105052817435491,0.5066573818524679,0.05002748096982638,6.695253837676275,0.49569697000763635,0.49161187356168573,0.06304680962454189,6.9092561114918105,0.0005
3,0.48409388675576165,0.47775037515731084,0.08691238470020748,7.299181994937715,0.4737309352918105,0.4669757837598974,0.11133838986808603,7.522359284487638,0.00075
4,0.45488331289518447,0.4457698726937884,0.1622254236468247,7.491186028435116,0.4356862550432032,0.42618967999111523,0.2195227864113721,7.301346908916127,0.001
5,0.40075641373793286,0.3881052952437174,0.32565283207666307,7.5156724112374445,0.3775236281481656,0.36437800797549164,0.4191705151037736,7.163130283355713,0.0012500000000000002
6,0.35228555117334637,0.3359092807485944,0.5410310711179461,7.310640255610148,0.32030116698958655,0.30277659405361523,0.6568947651169517,7.303751338611949,0.0015
7,0.28081701908792767,0.259844320161002,0.8290581036181677,7.246925013405936,0.2356071648272601,0.2129306820305911,1.023900725624778,7.107128273357045,0.0017500000000000003
8,0.2104717975571042,0.18347567319869995,1.2482574539525169,7.256774811517625,0.18429777161641556,0.15537321703000503,1.4654997153715654,7.134780060161244,0.002
9,0.1676159185313043,0.13526947423815727,1.631872384321122,7.12343202318464,0.15348441356962378,0.12006324868310582,1.7745044448158958,6.967162869193337,0.00225
10,0.13620556411998613,0.09991960901589621,1.893864081019447,6.938925379798526,0.11786910078742287,0.08078253675590862,2.0145364457910713,6.776479764418169,0.0025000000000000005
11,0.1027574608368533,0.06259730724351746,2.1192078647159396,6.897481986454555,0.08722713183272969,0.04598445005037568,2.243979909203269,6.837412183934992,0.0027500000000000003
12,0.08066977933049202,0.036661578253621145,2.3235235952195668,6.924321889877319,0.07541302930225026,0.030594563788988373,2.404918909072876,6.9230920618230645,0.003
13,0.07367646037822678,0.02682208265399649,2.428115106764294,6.945608218510945,0.07135321741754358,0.023860404267907143,2.456814635883678,7.053743319077925,0.0032500000000000003
14,0.07078657795985539,0.0216918011151609,2.454302912666684,7.014785028639293,0.06874928691170433,0.019614902409640225,2.4524322856556284,7.031446240165017,0.0035000000000000005
15,0.06973619386553764,0.019128055799575078,2.444207725070772,6.977616537184942,0.06796800345182419,0.017601187340915203,2.4351936903866855,6.937301332300359,0.00375
16,0.06938292263519197,0.017005647466118847,2.4252947568893433,7.031081665129888,0.0678938322446563,0.015717861835252155,2.41614107652144,7.003639481284401,0.004
17,0.06920533822405905,0.01540011435835844,2.404291964712597,7.002894991920108,0.06829148598692635,0.01466573461551558,2.3886404904452236,6.997493310408159,0.00425
18,0.06956573238685018,0.014229047156515576,2.3784206140609014,7.011662449155535,0.06784695319154045,0.01250367992642251,2.3723624402826484,7.0265890034762295,0.0045
19,0.06997635623528844,0.013005813140244711,2.3543950603121804,7.037177687599545,0.06848821585828607,0.012174216607077555,2.331821398301558,6.946481401270086,0.004750000000000001
20,0.07103832296672322,0.012689115413065468,2.318276870818365,7.03328808148702,0.07033001970161092,0.012065260247750715,2.303176229650324,7.046599951657382,0.005000000000000001
21,0.07215136635516371,0.012496604938947019,2.299568851788839,6.982680740810576,0.07132144340059975,0.012182589789683168,2.2934297648343174,6.89610598304055,0.00525
22,0.07314723641389892,0.011948027071498689,2.2858584948948453,6.971022821608043,0.07215577634898099,0.01104041197421876,2.2724862098693848,6.980091528459028,0.0055000000000000005
23,0.07445672597913515,0.011713407024563778,2.2675669477099465,6.968286911646525,0.07306265085935593,0.010760190134698694,2.2540113492445513,6.915190696716309,0.005750000000000001
24,0.0755966091085048,0.011336615885652247,2.2460285198120844,6.966618061065674,0.07506511021744121,0.011263768781315197,2.228511853651567,6.919370174407959,0.006
25,0.0771579181864148,0.011558589325951678,2.2291187956219627,6.929302601587205,0.07595504888079384,0.010477445680986752,2.218785892833363,6.926359046589244,0.00625
26,0.07852299085685185,0.011128140347344535,2.2265558810461137,6.942967789513724,0.07732015035369179,0.010355649600652132,2.2191744067452173,6.888116359710693,0.006500000000000001
27,0.07976004836105165,0.010879231239890768,2.213769725390843,6.924906662532261,0.07905224372040141,0.011111452328887854,2.1994926929473877,6.806794773448598,0.006750000000000001
28,0.08144618393409819,0.01110270129339326,2.203798839024135,6.900784742264521,0.08008789609779011,0.01040017901157791,2.201832749626853,6.80991268157959,0.007000000000000001
29,0.08267335522742499,0.01077282637180317,2.20355909211295,6.877922818774269,0.081573755226352,0.010037977163764563,2.199044010855935,6.8338400233875625,0.0072499999999999995
30,0.08413607165926978,0.010520546785777523,2.198731791405451,6.883761167526245,0.08299062130126086,0.010320372371511026,2.187064062465321,6.7732813575051045,0.0075
31,0.08523138541550863,0.010342651423776434,2.184120144162859,6.844843194598243,0.08539913323792545,0.011296500451862812,2.1682476347143,6.76389100334861,0.00775
32,0.08717628940939903,0.010836790626247724,2.1685142800921486,6.831794284638905,0.08614137294617566,0.010388928719542244,2.161995064128529,6.766561508178711,0.008
33,0.0884694792330265,0.010837835171038196,2.1612177746636525,6.790238448551723,0.08753986859863455,0.010215442881665447,2.1528838114304976,6.763101664456454,0.00825
34,0.09013401575031735,0.010711512484011195,2.163027275176275,6.799085673831758,0.08902089297771454,0.010122696022418413,2.1582166715101763,6.7430620626969775,0.0085
35,0.09128913691356069,0.010638120517666851,2.14954366002764,6.760637692042759,0.09088532084768469,0.01052589663727717,2.143402251330289,6.7343315644697705,0.008749999999999999
36,0.0931491009181454,0.01087553400014128,2.1456016358875094,6.757505939120338,0.09193222021514719,0.009759268892759626,2.1401099508458916,6.752428358251398,0.009
37,0.09459490896690459,0.010811738669872284,2.142467810994103,6.7414585408710295,0.09370698712088844,0.01016087406738238,2.1318894082849678,6.727266831831499,0.00925
38,0.09608929622031394,0.01097193741727443,2.1352198010399226,6.7121224743979315,0.09522482617334886,0.010416743768887087,2.129845207387751,6.685224576429888,0.009500000000000001
39,0.09748220301809765,0.010963502317844402,2.1250696068718318,6.694154183069865,0.0971199091185223,0.011656046760353174,2.1168221560391514,6.594424637881192,0.009750000000000002
40,0.09928781485983304,0.011295705634568418,2.1252527691069103,6.673958335603986,0.09858368946747346,0.01150124774060466,2.1231566342440518,6.585087602788752,0.010000000000000002
41,0.10055949006761823,0.010933265577824343,2.1318856250672114,6.66413342385065,0.10063459927385504,0.010884456844492392,2.123902212489735,6.684011459350586,0.01025
42,0.10244124063423701,0.011168287889588447,2.1279182944978987,6.6660734585353305,0.101798915727572,0.010616810484365984,2.1233700838955967,6.661752830852162,0.0105
43,0.10373532133443016,0.011108919024644863,2.1319953203201294,6.633157866341727,0.10381815379316156,0.011760733090341091,2.1233548684553667,6.588267066261985,0.010750000000000001
44,0.10543191432952881,0.011937849046218963,2.122071459179833,6.570304700306484,0.10485182905739004,0.011124623516066507,2.1211015311154453,6.592381000518799,0.011000000000000001
45,0.10717431970295452,0.01191085395181463,2.124500110035851,6.579418863568987,0.10623787478967146,0.01122573305937377,2.1211801442233,6.560029940171675,0.011250000000000001
46,0.10827134177088737,0.011792856357282116,2.125765045483907,6.540942112604777,0.10795299912040884,0.012148556299507618,2.1133216727863657,6.493149930780584,0.011500000000000002
47,0.1099292469166574,0.011699472753597158,2.1115437632515315,6.562922579901559,0.10906396603042429,0.010829586874354969,2.1099613146348433,6.564661199396307,0.01175
48,0.11165959299320266,0.012192326154382456,2.1213626066843667,6.5211366925920755,0.11120384728366678,0.012520331635393879,2.114726868542758,6.461353778839111,0.012
49,0.1130167462286495,0.012317193982501825,2.1118447269712175,6.496416932060605,0.11254438351501118,0.011620880019935694,2.107413812117143,6.518315748734907,0.01225
50,0.11439070158771106,0.012374817815032742,2.10753409635453,6.475243307295299,0.11404340307820927,0.012393098917197098,2.095318772576072,6.455769235437566,0.0125
51,0.11622512145411401,0.012586772330992278,2.1095681814920333,6.473934934252784,0.11582988094199788,0.013258941979570822,2.1121905716982754,6.388159708543257,0.012750000000000001
52,0.1175849015514056,0.013200425476367985,2.098069809731983,6.415675151915777,0.11694467745044014,0.012100795029916546,2.097013690254905,6.45182652906938,0.013000000000000001
53,0.11936090141534805,0.012896672467745486,2.1076523576463972,6.444355169932048,0.11864662983200767,0.012654908424751326,2.10588340325789,6.410029324618253,0.013250000000000001
54,0.12089369304123379,0.013230274453581799,2.112145486332121,6.410515648978097,0.12000007046894594,0.012219228189099918,2.10332931171764,6.425744143399325,0.013500000000000002
